Review_ID,Restaurant_ID,ID,review_title,user_importance,user_name,user_rating,user_review
86-13,86,13,Legendary,"3 Reviews , 3 Followers",Rahul,5,Amazing food and quantity with best taste and service I order here every often it’s really amazing one try there chicken biryani super food and quality
86-14,86,14,Legendary,1 Review,MD Saif Uddin Ahmed,5,Lovely food and pocket friendly with best quality and taste trus me every one need to try there chicken biryani super super super mouth smacking
86-15,86,15,Legendary,1 Review,Ghousebaba Baba,5,Amazing food with pocket friendly cost amazing taste with good hygiene maintenance quick on delivery and mid night availability I like there chicken biryani I
86-16,86,16,Legendary,"2 Reviews , 1 Follower",Rider,5,Historic biryani with yummy taste and po ket friendly costing specially I like chicken Biryani I regularly order from this resto it's a amazing food and quality
86-17,86,17,Legendary,2 Reviews,Saba Amreen,5,Amazing taste and quality with mouth smacking taste pocket friendly cost I love there chicken biryani it's really amazing one need to try this one out
86-18,86,18,Legendary,3 Reviews,Mehbboob Khan,5,Brilliant taste andbamazing quality pocket friendly trust me uts the best biryanu ever had in my life going to order soon again trust me fruends amazing and brilliant biryani
86-19,86,19,Legendary,2 Reviews,AHMED MUSTAFA,5,Really amazing taste and quality I appreciate the quality specially I love there chicken biryani it's been ordering very regular from here it's historic biryani
86-20,86,20,Legendary,2 Reviews,Indrajit Manna,5,Really tasty pocket friendly and quality is really maintained amazing taste specially chicken biryani it's been very long time I am ordering form this restaurant.
86-21,86,21,Poor,"22 Reviews , 73 Followers",Naveen Kumar Pathi,1,"Hey guys,please be careful while ordering veg biryani ,im basically vegetarian while eating I got non veg pieces in rice,attached screenshot for ur refrences."
86-22,86,22,Poor,1 Review,Ammu,1,Food order is too late Taste was too bad Masala flavour is too high It was not reaching at a expected time Chicken pieces was not boiled properly
86-23,86,23,Poor,"7 Reviews , 4 Followers",Gn7418,1,Pathetic no masala nothing ....
86-24,86,24,Poor,1 Review,Abdul Baseer Hashmi,1,Received regular biryani with bones and a neck piece when i ordered for boneless biryani. Very misleading.
86-25,86,25,Poor,"4 Reviews , 18 Followers",Vamsi Reddy,1,"biryani was worst, it was more like a plain rice. tasteless... never gonna order from ""the just biryani"" again."
86-26,86,26,Poor,2 Reviews,Revanthchowdary,1,very bad
86-27,86,27,Poor,"1 Review , 4 Followers",Shubhangi Patil,1,Biryani full testless.... West of money.... I will never ordere again.... Even m not give 1 star...... M not expect this type test... Flavor was missing
86-28,86,28,Legendary,"2 Reviews , 2 Followers",Darga Raju,5,very nice
86-29,86,29,Legendary,2 Reviews,Khadeer Jmd,5,Good Service
86-30,86,30,Poor,"3 Reviews , 6 Followers",Lakshmikanth,2,"Last order was good but this time the biriyani experience is pathetic. Ordered fried piece biriyani but received biriyani with small boiled pieces, quality & taste is not good."
86-31,86,31,Poor,"3 Reviews , 6 Followers",Sekhar Kodali,1,"Don’t prefer this restaurant they give rice and tasteless, I ordered boneless biryani instead of that I got this worst rice and just two small pieces of chicken."
86-32,86,32,Poor,"1 Review , 1 Follower",Priya Vadrevou,1,Ordered dinner tonight and one item was missing. When I called the delivery boy he connected me to the restaurant. The restaurant reply assured me that the missing item will be delivered at the earliest. 3 hours have passed and no sign of the food or any response from the restaurant. Sad service.
86-33,86,33,Poor,"1 Review , 1 Follower",Monisha Dharun,1,Worst experience ever .. they gav jus chapathi insted of chapathi nd curry .. tat too after 1:30 hrs .. very irresponsible..bad customer service ... I don’t suggest this restaurant .
86-34,86,34,Legendary,"3 Reviews , 21 Followers",Jaya Bhaduri Sunkara,5,Really amazing biryani it’s pocket friendly specially the boneless chicken biryani amazing taste and quality for such less price really awesome brand
86-35,86,35,Poor,"2 Reviews , 1 Follower",Rakesh Kumar,1,Very bad briyani😈😈😈😈😈😈😈😈😈Very cold briyani pathetic briyani...i order for online from just briyani but they serve me cold stale and waist briyani........bohot e ghatiya .......bhuk k mare jaan ja rahi thi aur aisa briyani serve kiya.....k bolo maat......poooooor poooooor pooor
86-36,86,36,Legendary,"27 Reviews , 3619 Followers",Madhumita Das,5,This is my favorite place in hyderabad.every day I order beriany it awesome.specialy the test and quantity is very good.If you order half beriany it's enough for you.I have some request please give some cucumber with beriany.I am the fan of THE JUST BIRYANI.
86-37,86,37,Very Good,"7 Reviews , 2 Followers",A Anusha,4,Good improve quantity and quality
86-38,86,38,Legendary,"2 Reviews , 1 Follower",Chandu Raj,5,Really amazing Biryani pocket friendly and really mind blowing taste and amazing quality will order again soon this weekend and try specially chicken dum Biryani
86-39,86,39,Legendary,"1 Review , 3 Followers",Anwar Mohd,5,Brilliant biryani amazing taste and specially pocket friendly with best quality and taste I have ordered many time I will again order this week biryani
86-40,86,40,Legendary,"8 Reviews , 1 Follower",Prashant,5,Really amazing food loved it it's really pocket friendly and amazing quality and taste I will order again soon try chicken biryani it's really amazing
86-41,86,41,Poor,2 Reviews,Vikram Bangari,1,"I was foolish to book veg biryani with gravy with roti, I didnot get roti and gravy. Got only biryani. I didnot read other reviews and i am regretting. Yes they are mixing up veg and non-veg. A strict no no from this place. Its waste of money and time. My food about to get stale. Again when u wish food for low price this is what you get."
86-42,86,42,Poor,1 Review,Sarvesh,1,The gravy u sent was opened and totally fell into the bag. The biryani was cool unable to eat and entirely mixed with fallen gravy. Packaging was not good at all.
86-43,86,43,Poor,"1 Review , 7 Followers",Vijay Vjy,1,The worst biryani we ever had. I wouldn't recommend this to any. Most of their reviews seem like a fake for sure. please do not order from here
86-44,86,44,Poor,1 Review,Tauqeer Ahmef,1,Exrta ordinaryly spicy... Very difficult to eat
86-45,86,45,Poor,"4 Reviews , 4 Followers",Khan,1,Worst biryani I ever had it’s too cold I won’t order it from here again not expected 1st I order chicken 65 but they don’t have then the executive call me and said they don’t have chicken 65 the restaurant person call me and said I will send u gud biryani with extra chicken peices u know what I got a single wing peice I neck piece as 1 breast piece worst worst
86-46,86,46,Poor,"1 Review , 1 Follower",AVINASH,1,not good..the gravy is bad
86-47,86,47,Very Good,1 Review,Srinivas,4,"I ordered mini chiken biryani in that have small bone peace not biryani peace but rice good please check product before packing, rice and packing good but in chiken biryani have no biryani peace"
86-48,86,48,Poor,1 Review,Sandeep.kanchhetty,1,I ordered non veg combo. But he send only biryani. Iam unhappy with this order.
86-49,86,49,Legendary,1 Review,,5,very good
86-50,86,50,Poor,1 Review,Rama Siddhardha,1,delivery boy was not good at supply and behavior
86-51,86,51,Legendary,"5 Reviews , 2 Followers",Amtulhussain007,5,quick n excellent service
86-52,86,52,Poor,"1 Review , 1 Follower",Bhanuprasad,1,The worrest biryani. When am ate this biryani my stomach was upset and am not slept the whole night.why the zomato people encouraging this kind of biryani points. they planing with customers with the un quality biryani. Don't order the biryani in this place
86-53,86,53,Very Good,1 Review,Prashanth Kanna,4,Good
86-54,86,54,Legendary,"1 Review , 5 Followers",Venkatesh Busa,5,nice
86-55,86,55,Very Good,"3 Reviews , 1 Follower",Eswarreddy,4,food was good . next time make it more spicy.
86-56,86,56,Poor,1 Review,Suresh,1,"I Ordered Chicken Biryani in This Restaurant , After That My Money is Debited to My Account But this Restaurant is Order is Not Confirmed.. Worst Experience"
86-57,86,57,Poor,"3 Reviews , 2 Followers",Dinesh Reddy,1,The worst restaurant ever they don't even see what is ordered just throw on customer face whatever is present in the kitchen worst to the core ever
86-58,86,58,Average,2 Reviews,B Shankar Naresh,3,Service by Zomato is good but the biryani is not that great. It is colored basmathi rice with chicken pieces. No biryani spices and flavour at all
86-59,86,59,Poor,"4 Reviews , 4 Followers",Swamy,1,worst food
86-60,86,60,Poor,1 Review,Kumar,1,"Too worst food, Dont prefer at all they are just sending the afternoon food, if we order in night. Ridiculous....!!! Please dont order in that restaurant."
86-61,86,61,Poor,3 Reviews,Hannu,1,"Less Quentity and tastless not up to the mark................... Change chef ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ......... ........."
86-62,86,62,Average,"1 Review , 2 Followers",Venkat Meram,3,ok
86-63,86,63,Legendary,3 Reviews,Lavanya Vanga,5,everything was not fair enough no proper packing
86-64,86,64,Poor,"2 Reviews , 2 Followers",Irshad Ali,1,"I never had this kind of food anytime in my entire life really , Thoooo😤"
86-65,86,65,Legendary,"1 Review , 1 Follower",Vikram Dasari,5,very good and to fast
86-66,86,66,Average,"14 Reviews , 25 Followers",Pavan Harish,3,average taste
86-67,86,67,Average,1 Review,Hari Babu,3,"asked for double masala, but there is no masala"
86-68,86,68,Average,1 Review,Chandu Arikonda,3,Good
86-69,86,69,Legendary,"2 Reviews , 1 Follower",Udai Tamang,5,Good food and service loved the food and taste of food will really order it again affordable pricing and good quality nd taste really good food
86-70,86,70,Poor,1 Review,BM LED,1,cheap food
86-71,86,71,Legendary,"1 Review , 1 Follower",Sandeep Uday,5,good
86-72,86,72,Poor,"1 Review , 5 Followers",Malavika Ranga Swamy,1,The food which you delivered is very bad.. No taste.. Full of tomato
86-73,86,73,Very Good,"8 Reviews , 848 Followers",SHUBHAM SAHOO,4,biryani is good
86-74,86,74,Legendary,1 Review,No1 Channel,5,good
86-75,86,75,Legendary,"1 Review , 3 Followers",Ravindra,5,good service
86-76,86,76,Legendary,"1 Review , 7 Followers",Srinu Mudiraj,5,is good
86-77,86,77,Legendary,"4 Reviews , 3 Followers",Naresh,5,Nice
86-78,86,78,Very Good,"7 Reviews , 1 Follower",Narayan Munde,4,good
86-79,86,79,Legendary,"2 Reviews , 2 Followers",Narsimha,5,supper
86-80,86,80,Poor,2 Reviews,Karthik Çhîñtü,1,bad food
86-81,86,81,Poor,"3 Reviews , 3 Followers",Srinivas Nayak,2,not bad
86-82,86,82,Poor,2 Reviews,Teja,1,Biryani is worst here.not at all trustworthy to order veg biryani here.delivering same biryani for veg and nonveg.in veg biryani I got small amount of chicken pieces.
86-83,86,83,Poor,2 Reviews,Teja,1,the biryani is not all good and it is not trustworthy for ordering veg items.I ordered 1veg and 1non veg biryani.you brought one with chicken pieces and other also consists little amount of small chicken pieces
86-84,86,84,Poor,1 Review,Anwer,1,"bad, chutney with biryani having bad smell, we didnt eat, thrown."
86-85,86,85,Poor,2 Reviews,Kallamadi Surya Prakash,1,waste of giving rate worst biriyani i had in hyderabad for the first time
86-86,86,86,Poor,1 Review,Sai,1,worst food
86-87,86,87,Very Good,3 Reviews,Jyothi,4,I ordered chicken biryani.. the quantity is gud for the price.. quality also well.. but they should concentrate on taste.. i felt lil salty and less spices.
86-88,86,88,Legendary,"24 Reviews , 199 Followers",Prithvi Kalva,5,best food
86-89,86,89,Poor,"2 Reviews , 1 Follower",Vamsi Mohan Lingala,2,Taste is very bad. Chicken Biryani.
86-90,86,90,Legendary,"24 Reviews , 199 Followers",Prithvi Kalva,5,really amazing
86-91,86,91,Legendary,"24 Reviews , 199 Followers",Prithvi Kalva,5,very good
86-92,86,92,Average,"0 Reviews , 9 Followers",Babi Chinoda,3,not bad
86-93,86,93,Legendary,"24 Reviews , 199 Followers",Prithvi Kalva,5,superb food
86-94,86,94,Legendary,"24 Reviews , 199 Followers",Prithvi Kalva,5,amazing food
86-95,86,95,Very Good,0 Reviews,Vasamsatty Naresh,4,gh
86-96,86,96,Poor,0 Reviews,Vallabha,2,Quantity is too low
86-97,86,97,Legendary,2 Reviews,Rathore,5,good
86-98,86,98,Legendary,"24 Reviews , 199 Followers",Prithvi Kalva,5,amazing food
86-99,86,99,Poor,14 Reviews,Dileep,2,Not so tasty at all!
86-100,86,100,Legendary,"2 Reviews , 1 Follower",Praveen Raju,5,smell is coming no heat at all
86-101,86,101,Poor,0 Reviews,Arvind Pranay  Choudary,1,i did not get biryani..not delivered
86-102,86,102,Poor,1 Review,Samad Shaik,1,worst food no gravy in rice and cheap quality of rice
86-103,86,103,Poor,"6 Reviews , 8 Followers",Dinesh Reddy,1,without the items how can you keep in the menu
86-104,86,104,Legendary,"24 Reviews , 199 Followers",Prithvi Kalva,5,amazing food simply superb
86-105,86,105,Legendary,"24 Reviews , 199 Followers",Prithvi Kalva,5,amazing
86-106,86,106,Legendary,"24 Reviews , 199 Followers",Prithvi Kalva,5,brilliant biryani
86-107,86,107,Poor,2 Reviews,Vinay,1,waste without masala and rice was not at all fine
86-108,86,108,Legendary,"1 Review , 4 Followers",Swapna Tillu,5,quick delivery i am Happy for it
86-109,86,109,Legendary,"24 Reviews , 199 Followers",Prithvi Kalva,5,historic biryani
86-110,86,110,Average,"2 Reviews , 7 Followers",Sanjeev Naidu,3,gud
86-111,86,111,Legendary,"0 Reviews , 8 Followers",Sneha Arora Sharma,5,thank you for food late night
86-112,86,112,Poor,"3 Reviews , 2 Followers",Jadhavrohit6666,2,Biryani
86-113,86,113,Poor,"0 Reviews , 1 Follower",Amar,1,not good as i didn't eat like dis food before worst
86-114,86,114,Poor,"0 Reviews , 1 Follower",Madhu Akkireddy,1,"biryani not good, tomuch time to take for preparing. I think this is afternoon biryani."
86-115,86,115,Legendary,"25 Reviews , 6 Followers",Karishma Sunkara,5,amazing historic biryani
86-116,86,116,Poor,1 Review,Mædhü Gopał Krishnæ Reddií,1,tasteless food
86-117,86,117,Poor,1 Review,Koti Gorre,1,this is worst biriyani they didn't best service return my money zomato have also didn't best service
86-118,86,118,Poor,1 Review,Srinivasulu Guduru,1,iam Order A Family Pack Biryani But Did not Coming.Only 2Biryani was Coming.Is Cheating.
86-119,86,119,Legendary,"24 Reviews , 199 Followers",Prithvi Kalva,5,amazing food
86-120,86,120,Legendary,"8 Reviews , 6 Followers",Pasham Pranay Ram Yadav,5,Biryani Is Super amazing pocket friendly trust me its the best biryani ever had i like the quality and taste of this place really superb will order soon again
86-121,86,121,Legendary,4 Reviews,ßãï îťß Hêřë,5,NYC
86-122,86,122,Legendary,"10 Reviews , 2364 Followers",Suraj Sai,5,I have ordered a chicken biryani quit late..biryani was great taste.. Mr sahed was vary polite and vary quick delivery I'm satisfied with their service.. Keep it up.. Thanks for your late night service I would recommend this restaurant for everyone
86-123,86,123,Poor,"1 Review , 1 Follower",Pavan Dodda,1,"not good quality ,not spicy, tooo late"
86-124,86,124,Legendary,"24 Reviews , 199 Followers",Prithvi Kalva,5,really amazing
86-125,86,125,Legendary,"24 Reviews , 199 Followers",Prithvi Kalva,5,really yummy
86-126,86,126,Legendary,"1 Review , 1 Follower",Prasadprasad7755,5,ggvm DJ
86-127,86,127,Poor,"1 Review , 1 Follower",Krishna Reddy,1,the most worst biryani here for the consigutive orders.come and take your orders.we don't want it.
86-128,86,128,Poor,"3 Reviews , 23 Followers",Bhu Van,1,Worest tasty food This is biryani Or bhagara Rice This is not a biryani This is a bhagara Rice I never seen this type of Veryy poooooooooor restaurant in my life Road side biryani is best
86-129,86,129,Poor,"3 Reviews , 23 Followers",Bhu Van,1,i don't like this food worest food. I ordered biryani not a bhagara rice. where is gravy?????? packet rice full white
86-130,86,130,Average,"1 Review , 1 Follower",Pani Phani,3,Ok
86-131,86,131,Poor,1 Review,Gopi Pusuluri,2,average
86-132,86,132,Poor,"3 Reviews , 1 Follower",Prem Hruthik,2,average
86-133,86,133,Legendary,"25 Reviews , 6 Followers",Karishma Sunkara,5,superb
86-134,86,134,Legendary,2 Reviews,Gaurav Kumar,5,The best biryani Ever had good taste Quality 5/5 Taste 5/5 Price 5/5 Delivery 5/5. Will order soon Again The just biryani is the best biryani
86-135,86,135,Legendary,"2 Reviews , 1 Follower",Vijay Kura,5,The best biryani it is really amazing and tasty and pocket friendly specially I really liked boneless biryani amazingy made its a historic biryani with best quality and taste
86-136,86,136,Legendary,"6 Reviews , 2 Followers",Shanker Kalva,5,Awesum
86-137,86,137,Poor,1 Review,Raj Raj,1,worst experience today...never ever I will order from this again...
86-138,86,138,Legendary,"2 Reviews , 2 Followers",Srinibas.sahoo121,5,the best food i ever had best biryani it really yummy and tasty and quality is really amazing its pocket friendly and far better than other biryanis
86-139,86,139,Legendary,"25 Reviews , 6 Followers",Karishma Sunkara,5,amazing
86-140,86,140,Poor,1 Review,Sumith,1,not nice ..very bad taste and I am disappointed with this and I'll never choose this restaurant
86-141,86,141,Legendary,"25 Reviews , 6 Followers",Karishma Sunkara,5,amazing
86-142,86,142,Legendary,"2 Reviews , 1 Follower",Sabir Khan,5,Best food I ever had trust me it has best quality and taste specially it very pocket friendly it is the best biryani ever had will order soon again
86-143,86,143,Legendary,"1 Review , 4 Followers",Ashok,5,good delivery
86-144,86,144,Legendary,"25 Reviews , 6 Followers",Karishma Sunkara,5,best and tasty
86-145,86,145,Legendary,2 Reviews,Latha,5,The best biryani ever had amazing and pocket friendly and really amazing quality and taste it mind blowing quality of food will order again soon
86-146,86,146,Legendary,"25 Reviews , 6 Followers",Karishma Sunkara,5,really amazing taste and quality it's really pocket friendly
86-147,86,147,Legendary,4 Reviews,ßãï îťß Hêřë,5,nyc
86-148,86,148,Poor,2 Reviews,G,1,waste biryani
86-149,86,149,Legendary,"8 Reviews , 1 Follower",Khader Alikhan,5,very good
86-150,86,150,Legendary,1 Review,Ashif Mondol,5,good food quality.. good service..
86-151,86,151,Very Good,2 Reviews,Msrao Dsetty,4,chicken biriyani is good. But delivery is very much delayed. Delivery person doesn't know the local addresses.
86-152,86,152,Legendary,"25 Reviews , 6 Followers",Karishma Sunkara,5,really really amazing
86-153,86,153,Poor,"1 Review , 1 Follower",Lucky Jog,1,Food smells really awful. I just threw complete packet into the dustbin just in 2 mins after opening the pack
86-154,86,154,Poor,1 Review,Sampangivipul,1,food was not good
86-155,86,155,Legendary,"25 Reviews , 6 Followers",Karishma Sunkara,5,really amazing
86-156,86,156,Legendary,"25 Reviews , 6 Followers",Karishma Sunkara,5,really amazing truat me its the best biryani I ever had cheers
86-157,86,157,Poor,1 Review,Mahesh,1,The food is too worst. I throw it outside.Please don't encourage this type of restaurants.
86-158,86,158,Legendary,2 Reviews,Sourav Kalva,5,ReLlly amazing taste and pocket friendly
86-159,86,159,Very Good,"2 Reviews , 1 Follower",Sushanth Reddy,4,simply good
86-160,86,160,Legendary,"7 Reviews , 36 Followers",Krishna Kumar,5,Delicious
86-161,86,161,Poor,"1 Review , 1 Follower",Kranthikumar Chowdary,1,Worst biryani ever... It's not fresh..
86-162,86,162,Legendary,"1 Review , 1 Follower",A Raghavender,5,good
86-163,86,163,Legendary,"8 Reviews , 5 Followers",Rakesh,5,gud
86-164,86,164,Poor,"2 Reviews , 1 Follower",Naveen Kumar V,1,"we ordered 2 biryanis,we are not happy, the biryani is not tasty, I asked for extra gravy, but, they did not send even a regular gravy packet itself."
86-165,86,165,Very Good,"2 Reviews , 1 Follower",Sowmyamadhu11,4,tasty food
86-166,86,166,Poor,1 Review,Bhuvan Momaya,2,not good
86-167,86,167,Average,1 Review,Kiran,3,Late delivery
86-168,86,168,Poor,"2 Reviews , 1 Follower",Veeresh Bablu,2,worst
86-169,86,169,Very Good,"5 Reviews , 2 Followers",Rajesh Bollam,4,better
86-170,86,170,Legendary,"4 Reviews , 2 Followers",Sarkar Milton,5,Supper
86-171,86,171,Legendary,"25 Reviews , 6 Followers",Karishma Sunkara,5,really tasty and amazing was superb
86-172,86,172,Legendary,"4 Reviews , 4 Followers",Mani Reddy,5,not bad
86-173,86,173,Legendary,"2 Reviews , 2 Followers",Ganesh,5,Good
86-174,86,174,Poor,"2 Reviews , 2 Followers",Vasu,1,different item given
86-175,86,175,Legendary,"6 Reviews , 2 Followers",Shanker Kalva,5,Really tasty and amazing quality
86-176,86,176,Very Good,"2 Reviews , 1 Follower",Nava Tej,4,but. onions which u provide are too worst ruiend my mouth . but Biryani is good
86-177,86,177,Legendary,"3 Reviews , 1 Follower",HUSSAIN SAHEB,5,very good
86-178,86,178,Very Good,"9 Reviews , 2 Followers",Manikanta Nath,4,good
86-179,86,179,Legendary,"25 Reviews , 6 Followers",Karishma Sunkara,5,superb
86-180,86,180,Legendary,"3 Reviews , 1 Follower",Rakeshnagula945,5,perfect
86-181,86,181,Poor,"2 Reviews , 1 Follower",Pavannelli.pn,1,too werest than past befour. werest chicken pecea thay sent only boons👎
86-182,86,182,Poor,"1 Review , 1 Follower",Shareef,2,less quantity for family pack
86-183,86,183,Legendary,"6 Reviews , 2 Followers",Shanker Kalva,5,Really amazing loved it pocket friendly quality tasty quick OMG it's really amazing
86-184,86,184,Average,"1 Review , 1 Follower",Seby Kallarackal,3,is it last packet u served me? taste not good make it better
86-185,86,185,Average,"6 Reviews , 1 Follower",Srikanthchari88855,3,good
86-186,86,186,Poor,"2 Reviews , 1 Follower",Peram Tinu,1,v bad taste. full of oil n taste worst
86-187,86,187,Poor,"2 Reviews , 9 Followers",Shiva Prasad Goud,1,"It’s very bad experience with food Noo onion, noo lemon Food is too cold"
86-188,86,188,Very Good,"3 Reviews , 1 Follower",Ahalya Reddy,4,good
86-189,86,189,Legendary,"1 Review , 3 Followers",Vsaidulu Saidulu,5,good
86-190,86,190,Legendary,"1 Review , 13 Followers",Nagendra Nagi,5,super food
86-191,86,191,Legendary,"5 Reviews , 26 Followers",Putta Krishna Reddy,5,good
86-192,86,192,Poor,"5 Reviews , 26 Followers",Putta Krishna Reddy,1,not delivered
86-193,86,193,Poor,1 Review,Rafi Syed,1,waste no curry no onion then why only rice
86-194,86,194,Poor,"1 Review , 2 Followers",Sunny,1,Worst biryani i have ever had... it was literally white rice ... no flavour no masals more importantly no taste at all.... never going to eat biryani after tasting this restaurant biryani.... kindly stop selling biryanis..
86-195,86,195,Poor,"3 Reviews , 1 Follower",James Chitu,1,in my life wasted biryani I need refund my amount
86-196,86,196,Average,"1 Review , 1 Follower",Rajesh G,3,ok
86-197,86,197,Poor,"2 Reviews , 3 Followers",Sanjay SJ,1,The order was delivered 40 min late.
86-198,86,198,Poor,"2 Reviews , 10 Followers",Yousuf Sait,1,very bad quantity
86-199,86,199,Poor,"3 Reviews , 2 Followers",Dola Surendra,1,food is not good
86-200,86,200,Legendary,"1 Review , 1 Follower",Lucky Khan,5,tasty
86-201,86,201,Very Good,"1 Review , 1 Follower",Narsimha Goud Karnati,4,nice food
86-202,86,202,Average,"2 Reviews , 1 Follower",Vardini,3,average
86-203,86,203,Legendary,"25 Reviews , 6 Followers",Karishma Sunkara,5,really amazing food with best quality and taste with less price it's really amazing
86-204,86,204,Poor,"1 Review , 13 Followers",Aravind Kusuma,1,biryani taste is not good..
86-205,86,205,Legendary,"2 Reviews , 1 Follower",Karishma,5,Ordered late night at 3:00 am got it very quick and trust me it was really amazing and tasty i really love the way it was was really fresh spicy tasty and juicy and very good quality and maintnance keep it up the just biryani specially it is very pocket friendly
86-206,86,206,Legendary,1 Review,Krishna Nerella,5,good
86-207,86,207,Legendary,"1 Review , 1 Follower",Akhil,5,good
86-208,86,208,Legendary,"3 Reviews , 1 Follower",James Chitu,5,thanks
86-209,86,209,Average,"2 Reviews , 1 Follower",Abhilash Gunda,3,no masala
86-210,86,210,Poor,"3 Reviews , 15 Followers",Rajkumar,1,Poor quality less quantity of rice that not up to my expectations.... Worst biryani Iv ever had... So I hope keep changes....................
86-211,86,211,Poor,"3 Reviews , 1 Follower",Abhinai Ganesh Kumar,2,pls maintain testly food pieses must be maintain correctly
86-212,86,212,Very Good,"1 Review , 1 Follower",Razz Reddy,4,good
86-213,86,213,Legendary,"1 Review , 1 Follower",Prasaddurga2686,5,gebbd
86-214,86,214,Legendary,"10 Reviews , 36 Followers",CHETAN,5,nice
86-215,86,215,Very Good,"6 Reviews , 8 Followers",Dinesh Reddy,4,pulao pack it in a box rather than aluminum cover
86-216,86,216,Poor,"1 Review , 1 Follower",Praveen,1,Bad taste biryani
86-217,86,217,Legendary,"6 Reviews , 2 Followers",Vamsikrishna Vamsi,5,nice taste
86-218,86,218,Poor,"5 Reviews , 1 Follower",Rajkumar.renikunta,1,low quality
86-219,86,219,Legendary,"5 Reviews , 2 Followers",V Praveen,5,k
86-220,86,220,Average,"1 Review , 1 Follower",Santo Love,3,not bad
86-221,86,221,Legendary,"2 Reviews , 1 Follower",Ramesh M,5,I am satisfied with our order
86-222,86,222,Legendary,"25 Reviews , 6 Followers",Karishma Sunkara,5,really amazing
86-223,86,223,Average,"14 Reviews , 5 Followers",Achan Sp,3,good
86-224,86,224,Poor,"1 Review , 1 Follower",Raghu Metikoti,1,I found a iron string in Biriyani
86-225,86,225,Average,"5 Reviews , 1 Follower",Abhi,3,"yes,taste is good"
86-226,86,226,Very Good,"6 Reviews , 8 Followers",Dinesh Reddy,4,Chicken pieces were very less
86-227,86,227,Legendary,"3 Reviews , 1 Follower",Mohd Junaid,5,Awesome
86-228,86,228,Poor,"2 Reviews , 1 Follower",Praveen Reddy,1,worst biriyani ever taste
86-229,86,229,Legendary,"24 Reviews , 199 Followers",Prithvi Kalva,5,Really amazing loved it
86-230,86,230,Average,"2 Reviews , 1 Follower",Nandini Rudruru,3,Not flavourful
86-231,86,231,Poor,"1 Review , 15 Followers",Aaron H,1,"I ordered chicken biryani and they delivered chicken fried rice and they and and replied ""we ran out of chicken biryani and only chicken fried rice was in that price range"". I clearly mentioned that I would like to pay some extra money so that I can get Mutton biryani, but th4y refuse and clearly stated that they will send only chicken fried rice instead and they can't make any changes to it. It was pathetic and totally disappointed with this service. the food went straight to garbage as I'm allergic to ajinomoto that they add in fried rice. I would want you to sort these kind of services and add anything to compensate the loss."
86-232,86,232,Average,"5 Reviews , 1 Follower",Abhi,3,its ok
86-233,86,233,Poor,2 Reviews,Sumanth Kumar,1,food is not hot
86-234,86,234,Poor,"2 Reviews , 11 Followers",Hari Nani,1,not satisfied
