Review_ID,Restaurant_ID,ID,review_title,user_importance,user_name,user_rating,user_review
98-25,98,25,Legendary,"12 Reviews , 11 Followers",Krishna,5,good
98-26,98,26,Legendary,3 Reviews,Venkatesh Kakinada,5,good
98-27,98,27,Legendary,"2 Reviews , 6 Followers",Debabrata Mahapatro,5,Had a very good experience with desi flavours. They have all kinds of food that can soothe your taste buds. But I recommend their egg chicken Mughlai paratha which comes with an odia style aalu(potatoes) masala that complements it so well. A must recommend friends.
98-28,98,28,Legendary,"2 Reviews , 16 Followers",Durga Prasad Sahu,5,Awesome..!!
98-29,98,29,Average,2 Reviews,Sanju Singh,3,according to the last time quantity was less
98-30,98,30,Legendary,"2 Reviews , 16 Followers",Durga Prasad Sahu,5,I ordered chicken biryani today... The biryani was damn delicious. I loved the quality of chicken and spices they used.I would suggest others to order biryani from here orelse please visit the restaurant. I assure that you will be out of this world..!!
98-31,98,31,Legendary,"1 Review , 67 Followers",Prabhat Kiran,5,Best food after long time.. Hometown feelings Must visit this place... Friendly staff with good quality food Just love it Really Desi Flavours...
98-32,98,32,Poor,"2 Reviews , 12 Followers",Narayan,1,Worst restaurant..first of all they serve the same dishes as Bengali oriya and Andhra cuisine and claim that they are authentic for all the three cuisines. Secondly they have nothing called courtesy as well. We ordered pappu avakaya annam and they served some rice with avakaya without pappu(dal). Worst part was they didn't even bother to say sorry or give a discount as a small token of apology. Also they have a complete closed kitchen so can't see how clean it is inside.Don't go to this place unless you want to be cheated.
98-33,98,33,Legendary,"1 Review , 7 Followers",Satyabrata Mohanty,5,Les biryani
98-34,98,34,Poor,"1 Review , 14 Followers",Savela Sandeep Kumar,1,Quantity is not even worth 10rs for Paneer 65. Call me ASAP
98-35,98,35,Legendary,1 Review,Sanchit Shrivastava,5,Good Taste..
98-36,98,36,Average,"3 Reviews , 4 Followers",Rashmita Singh,3,Food was good but delivery was late.
98-37,98,37,Poor,1 Review,Manjusha,1,quality of food is not at all good
98-38,98,38,Poor,"3 Reviews , 4 Followers",Rashmita Singh,2,Order delayed
98-39,98,39,Average,"63 Reviews , 86 Followers",Madhuri,3,Tasty but oily
98-40,98,40,Legendary,"1 Review , 327 Followers",Deepak Parida,5,Chicken not popor boild rost
98-41,98,41,Legendary,7 Reviews,Mithana Vijay,5,noodles so good
98-42,98,42,Average,"4 Reviews , 1 Follower",Pinusmita,3,it was ok but not satisfactory
98-43,98,43,Poor,"3 Reviews , 1 Follower",Manisha Damacharla,1,worst food
98-44,98,44,Very Good,2 Reviews,Shristi Upadhyay,4,"Nice ambiance of the place ...Food not that bad, egg fried rice and dal fry are something that I will personally recommend to try.Have tried Aloo Gobi and Chicken Kolhapuri ,Chicken Biryani and Egg Biryani also ..the Biryani quantity is enough to calm your hunger..the service is nice .. the waiters and the owner himself is welcoming and makes sure you have a good time..and good food"
98-45,98,45,Poor,"8 Reviews , 1 Follower",Srikanth P,1,Poor quality food
98-46,98,46,Very Good,"5 Reviews , 1 Follower",Snighdha Mishra,4,Good ambience and creativity food needs improvement in taste.Overall its very good in terms of location and variety.The platters are good and tasty.
98-47,98,47,Very Good,"1 Review , 1 Follower",Deepthi,4,quantity
98-48,98,48,Very Good,1 Review,Praveen,4,Ordered Chicken biryani mini. it was so yummy. Really so Good👌👌
98-49,98,49,Poor,"2 Reviews , 1 Follower",Ranjith Gvrk,1,packing is too bad
98-50,98,50,Legendary,"3 Reviews , 1 Follower",Tandikala.ramkiran,5,Good
98-51,98,51,Legendary,"1 Review , 1 Follower",Kumar Shetty,5,superb
98-52,98,52,Poor,"2 Reviews , 6 Followers",Roziya Zoya,1,Food was not good no taste
98-53,98,53,Legendary,"3 Reviews , 2 Followers",Anand Kumar,5,good
98-54,98,54,Very Good,"2 Reviews , 1 Follower",Venkatesh Babu,4,good
98-55,98,55,Legendary,"6 Reviews , 1 Follower",Raghav,5,Excellent it was...
98-56,98,56,Very Good,4 Reviews,Manasa,4,its good
98-57,98,57,Legendary,"2 Reviews , 4 Followers",Sravanjda,5,This is by far one of the best restaurant in madhapur ayyapa society area.Now the owner have transformed and upgraded new cusines Must visit place for all food lovers.
98-58,98,58,Poor,"1 Review , 1 Follower",ABHISHEK KUMAR,1,The quality of food was not so good... nd the complimentary was preety bad in taste..was very bad experience...pls improve ur quality..
98-59,98,59,Poor,"1 Review , 1 Follower",Mahesh Kumar,1,"First time I ordered, I ordered aloogobi and they delivered egg curry, this is a very bad experience for me..I think I am not going to order again in zomato"
98-60,98,60,Very Good,2 Reviews,Venkanna Dharavath,4,Food is not like before..
98-61,98,61,Legendary,4 Reviews,K DINESH,5,always awesome food..
98-62,98,62,Poor,"1 Review , 1 Follower",Bijay Muduli,2,the food was below AVG quality and most importantly tasteless. Disappointed with the food.
98-63,98,63,Legendary,"1 Review , 1 Follower",Rajesh Jena,5,Good food . Superb test.
98-64,98,64,Legendary,"3 Reviews , 1 Follower",John,5,nice food
98-65,98,65,Poor,"1 Review , 1 Follower",Sreekant Biswal,2,gytaste is okay. less star is because of quantity of mutton
98-66,98,66,Legendary,"3 Reviews , 7 Followers",Somyajit Mangaraj,5,good taste.
98-67,98,67,Legendary,"3 Reviews , 1 Follower",Mallareddy Yarramreddy,5,nice
98-68,98,68,Legendary,"1 Review , 9 Followers",Madhu Sharma,5,food is awesome and reasonable
98-69,98,69,Poor,"1 Review , 1 Follower",Ramesh Yarramsetti,1,food was not good
98-70,98,70,Average,1 Review,Wasim Shaikh,3,gg
98-71,98,71,Legendary,"3 Reviews , 5 Followers",Akhilesh,5,Fish curry and fry are very good.
98-72,98,72,Poor,"1 Review , 1 Follower",Madhava Reddy,1,worst meals I ever had ...... don't order meals and rice items
98-73,98,73,Very Good,"4 Reviews , 1 Follower",Mohdarhan,4,good
98-74,98,74,Very Good,"4 Reviews , 1 Follower",Mohdarhan,4,great
98-75,98,75,Average,2 Reviews,Rjveena999,3,Good Food
98-76,98,76,Legendary,"6 Reviews , 1 Follower",Sasmi Sahu,5,taste as expected
98-77,98,77,Poor,"1 Review , 1 Follower",Vijay,1,Sent only half
98-78,98,78,Very Good,"1 Review , 1 Follower",Callado07,4,paneer bhurji quantity is verry very less...
98-79,98,79,Poor,"1 Review , 1 Follower",Vara Reddy,1,we have asked for exrra gravy many times but they did not send even one gravy.its very bad not serving gravy for pulao/biryani.
98-80,98,80,Average,"1 Review , 1 Follower",Raghava,3,"Food is normal, but delivery is nice"
98-81,98,81,Very Good,"1 Review , 1 Follower",Srikanth,4,quantity is less
98-82,98,82,Legendary,"1 Review , 16 Followers",Likhith Kumar,5,Amazing Taste. Biryani killed it...!! food quality is very good. One of the best restaurant in madhapur.
98-83,98,83,Legendary,"1 Review , 2 Followers",Gatishnayak,5,Great Taste ...Homely
98-84,98,84,Average,"1 Review , 1 Follower",Harshad Kumar,3,Curry was good in taste but the amount was less as compared to the price.
98-85,98,85,Poor,"2 Reviews , 8 Followers",Sushma Telagamsetti,2,"Food is good, but less quantity"
98-86,98,86,Poor,1 Review,Prudhvi Balabhadruni,1,food is not worthy
98-87,98,87,Poor,"31 Reviews , 124 Followers",Geya,1,The quantity given was so little for the price of the item. There was something definitely wrong with the portion size. A full plate chicken pakodi had 8 small pakodis and chicken curry - it did not fill the tiniest of the bowls.
98-88,98,88,Legendary,"1 Review , 12 Followers",MILAN DAS,5,mati handi mutton. after long time I had that that was really awesome . I'll come again for that only I would like to thank your chef such a amazing hand he have
98-89,98,89,Legendary,"2 Reviews , 29 Followers",Satish Nayak,5,"Loved all the items I ordered, Aloo bharta, kodi pulao and matti handi mutton were finger licking goods :)... a must visit place for a food lover.."
98-90,98,90,Legendary,"7 Reviews , 1 Follower",Rohit Kumar,5,good
98-91,98,91,Legendary,"115 Reviews , 4689 Followers",Saurav Mishra,5,"Latest update: Bengali Food Festival. Went with my brother and friends to try their Bengali dishes. Mughlai Paratha: it was soft, crunchy and totally stuffed with chicken and egg. It tasted awesome. Chicken Biryani: authentic Bengali biryani having the mandatory chicken, egg and potato with the flavoured Dum rice. Tasty and delicious. Hot and sour soup: it was perfect, having the right amount of chicken pieces, the taste, everything was just balanced perfectly. Laal Maas: this one dish I'm disappointed, I packed it for my dinner. It had really very small pieces, it contained 4 boneless small pieces and 4 bones. The taste and look lacked the authenticity of the laal Maas. It needs some improvement. I was invited for a tasting session of the restaurant's menu. The ambiance is really very nicely done, with trees n plants, a hanging cycle which resembles with the small eateries by the road side on the highway in Orissa. The restaurant deals with odia, Bengali and south India cuisines. LUNCH: I was given a Veg Thali, Mutton Curry {mati handi mansa} and Chicken Curry. The quantity of food is too good, enough to satiate an empty stomach to breaking point. Mati Handi Mansa, its a specialty of odia cuisine where the mutton is slowly cooked in an earthen pot. The Chicken Curry was delicious. Gulab Jamun for dessert was superb, freshly made hot, soft and juicy. EVENING SNACKS: Chicken rolls and Chicken Pakoda. Now the rolls size was ok but the stuffing didn't had enough chicken in it. The chicken Pakoda quantity was good but it lacked the taste n crispiness in it. My suggestion would be to increase the quantity of chicken in the rolls, there should be a piece in each bite. OVERALL: It's a value for money place, which provides delicious home styled food and doesn't burn a hole in your pocket. MUST TRY: Mati Handi Mansa, Chicken Curry, Aloo Bharta."
98-92,98,92,Legendary,"5 Reviews , 4 Followers",Venkat,5,good
98-93,98,93,Legendary,"7 Reviews , 7 Followers",Seemashri Nayak,5,"good food, great ambience...had a South Indian Thali..all the items included in the Thali were delicious , furthermore the quantity was also good..good job Desi Flavours"
98-94,98,94,Legendary,"2 Reviews , 29 Followers",Satish Nayak,5,"Awesome food , great packaging."
98-95,98,95,Very Good,"1 Review , 1 Follower",Dhrubajyoti Bordoloi,4,hmmm
98-96,98,96,Very Good,"9 Reviews , 1 Follower",Prabuddha Jagdeb,4,ok
98-97,98,97,Average,"10 Reviews , 1 Follower",Srikanth Velugoti,3,Packaging was poor unable to spot the curries in silver covers try to use visible covers will be easy for us to use
98-98,98,98,Average,"9 Reviews , 1 Follower",Prabuddha Jagdeb,3,egg Curry is very spicy
98-99,98,99,Legendary,"13 Reviews , 31 Followers",Aditya Saha,5,This place serves good and tasty food which is also economical. Also has a nice and airy place to sit. Must visit place for people looking for Bengali and Oriya dishes at an affordable price.
98-100,98,100,Legendary,1 Review,Soumyaranjan Nayak,5,😋 food
98-101,98,101,Average,"9 Reviews , 1 Follower",Prabuddha Jagdeb,3,good
98-102,98,102,Average,"9 Reviews , 1 Follower",Prabuddha Jagdeb,3,good value for money
98-103,98,103,Legendary,"3 Reviews , 7 Followers",Somyajit Mangaraj,5,"Really loved the vibe this place.Located at Madhapur,ayappa society and this place is refreshing and very pleasant.4.5 stars for the ambience simple but attractive decor.Coming to food we ordered chicken roll which was wonderful..and odia veg thali was one of the best dalma I have ever had.Overall a good place to hangout..and the flex is remember my village also.. Ambience-4.5/5 Food-5/5 Staff-4.5/5 Pricing-4/5"
98-104,98,104,Legendary,"3 Reviews , 8 Followers",Smruti Ranjan Nayak,5,excellent taste
98-105,98,105,Poor,1 Review,Srinivas,1,wrost
98-106,98,106,Legendary,"2 Reviews , 25 Followers",Surendra Swain,5,Desi flavors the name itself indicate a lot I was there last week nice place good to be there at evening time Coming to the food it's awesome specially odia thalli is super tasty. Price is very reasonable . Highly recommend place. I always love to be there.
98-107,98,107,Poor,"57 Reviews , 147 Followers",Abinash Panda,1,"Tasteless , heavy oily food. Price is too high compared to quality and quantity. Too less quantity. Worst experience. Please improve Desi flavour. Ordered mattihandi Mansa , aloobhaja , chicken pakoda. I didn't like this at all."
98-108,98,108,Legendary,"3 Reviews , 1 Follower",Debanjana.ghosh86,5,Food had authentic taste and the quantity was also good.
98-109,98,109,Legendary,"4 Reviews , 10 Followers",Athreya81,5,Awesome Place to hangout with friends for Desi Flavours . The Management has a very good knowledge on the food and found that they are serving home style food
